sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;linea_de_credito
Masculino;servicio;peluqueria;san javier no.1;3;13.0;2/03/2018;7800000;microempresarial
Masculino;industria;fabrica de ;santa rosa de lima;2;13.0;6/03/2017;5000000;microempresarial
Femenino;industria;fabrica de ;robledo;3;7.0;1/03/2018;1000000;microempresarial
Femenino;industria;fabrica de repuestos ;castilla;3;5.0;5/08/2016;3000000;microempresarial
Femenino;servicio;peluqueria;20 de julio;1;13.0;24/01/2018;4000000;microempresarial
Femenino;servicio;variedades;cabecera san cristobal;3;60.0;21/06/2017;7000000;microempresarial
Masculino;industria;fabrica de ;manrique central no. 1;2;4.0;4/05/2017;7370000;microempresarial
Femenino;comercio;fabrica de helados;manrique central no. 1;1;4.0;23/11/2017;7377000;microempresarial
Femenino;industria;marqueteria;aranjuez;3;4.0;28/02/2017;1700000;microempresarial
Masculino;industria;fabrica de ;aranjuez;2;4.0;29/08/2018;7000000;microempresarial
Femenino;industria;fabrica de colchones;guayabal;3;15.0;3/07/2018;7800000;microempresarial
Masculino;comercio;variedades;aranjuez;2;4.0;14/07/2017;5000000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;30/03/2017;6000000;microempresarial
Femenino;comercio;almacen de ropa en ;GRANIZAL;2;1.0;13/07/2017;7000000;microempresarial
Masculino;comercio;tienda;cabecera san cristobal;2;60.0;23/11/2017;2000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;28/11/2018;7812420;microempresarial
Masculino;comercio;variedades;cabecera san cristobal;2;4.0;22/03/2018;5000000;microempresarial
Femenino;industria;fabrica de ;belen;3;16.0;6/06/2018;7000000;microempresarial
Masculino;servicio;fabrica de ;san javier no.1;3;13.0;4/02/2016;6400000;microempresarial
Femenino;industria;variedades;la floresta;2;12.0;28/01/2016;$ 6,890,000.00;microempresarial
Masculino;agropecuaria;sembrados;los mangos;1;8.0;12/10/2017;7300000;agropecuaria
Masculino;comercio;comidas rapidas;castilla;2;5.0;21/06/2016;6000000;microempresarial
Masculino;comercio;almacen de ropa en ;manrique oriental;2;3.0;28/02/2018;$ 7,000,000.00;microempresarial
Masculino;industria;panaderia;barrio caicedo;1;9.0;1/03/2017;3000000;microempresarial
Femenino;comercio;tienda de helados;robledo;1;7.0;15/02/2017;7300000;microempresarial
Femenino;comercio;criadero de animales ;barrio caicedo;2;9.0;18/04/2017;7000000;microempresarial
Masculino;comercio;productos de belleza;sucre;3;8.0;17/05/2019;6700000;microempresarial
Femenino;comercio;tienda;santa lucia;3;12.0;5/04/2017;3000000;microempresarial
Femenino;industria;fabrica de ;POPULAR;2;1.0;30/10/2018;3500000;microempresarial
Femenino;industria;fabrica de ;san javier no.1;3;13.0;5/03/2018;5000000;microempresarial
Femenino;comercio;almacen de ropa en ;robledo;1;7.0;21/02/2018;4500000;microempresarial
Masculino;servicio;fabrica de ;manrique central no. 2;2;3.0;22/06/2016;6890000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;2/02/2018;6000000;microempresarial
Masculino;comercio;tienda de helados;cabecera san cristobal;2;60.0;17/04/2017;7377000;microempresarial
Femenino;comercio;sembrados;cabecera san cristobal;2;60.0;6/09/2017;7300000;microempresarial
Femenino;servicio;variedades;san javier no.1;2;13.0;28/03/2017;7370000;microempresarial
Femenino;comercio;variedades;enciso;3;8.0;19/06/2019;8281000;microempresarial
Femenino;COMERCIO;variedades;robledo;2;7.0;20/11/2018;4500000;microempresarial
Masculino;servicio;cerrajeria;barrio caicedo;1;9.0;2/05/2018;3000000;microempresarial
Masculino;comercio;tienda;la francia;1;2.0;26/05/2016;6800000;MICROEMPRESARIAL
Femenino;industria;fabrica de ;juan xxiii la quiebra;2;13.0;19/04/2016;6800000;microempresarial
Femenino;comercio;Tienda;barrio caicedo;1;9.0;31/03/2017;5000000;microempresarial
Femenino;agropecuaria;fabrica de ;pedregal;3;6.0;27/01/2017;7377000;microempresarial
Masculino;servicio;mantenimiento en ;manrique central no. 1;2;4.0;18/01/2019;6000000;microempresarial
Masculino;comercio;almacen de ropa en ;granizal;1;1.0;15/03/2018;4000000;microempresarial
Femenino;comercio;tienda;manrique central no. 2;2;3.0;10/06/2016;6890000;microempresarial
Femenino;comercio;variedades;andalucia;2;2.0;17/06/2016;6890000;microempresarial
Masculino;comercio;tienda;castilla;3;5.0;20/02/2019;$ 10,000,000.00;microempresarial
Femenino;INDUSTRIA;fabrica de ;manrique oriental;2;3.0;9/05/2018;7000000;microempresarial
Femenino;comercio;productos de belleza;cordoba;3;7.0;9/09/2016;680000;microempresarial
Femenino;comercio;variedades;cabecera san cristobal;1;60.0;3/05/2018;7800000;microempresarial
Femenino;comercio;Variedades;enciso;1;8.0;26/11/2018;781000;microempresarial
Masculino;industria;fabrica de ;santa cruz;2;2.0;23/04/2018;4500000;Microempresarial
Masculino;agropecuaria;distribuidora de ;jesus nazareno;3;10.0;19/02/2018;3050000;microempresarial
Femenino;industria;fabrica de ;robledo;1;7.0;20/12/2017;5000000;microempresarial
Masculino;servicio;lavanderia;manrique central no. 2;2;3.0;31/05/2016;6890000;microempresarial
Femenino;comercio;variedades;castilla;3;5.0;26/09/2017;7375000;microempresarial
Masculino;comercio;comidas rapidas;doce de octubre no. 1;2;6.0;4/07/2017;7300000;microempresarial
Masculino;industria;mantenimiento en ;popular;1;1.0;23/03/2018;$ 7,800,000.00;microempresarial
Femenino;comercio;variedades;el diamante;2;7.0;5/01/2018;7800000;microempresarial
Femenino;servicio;recreativo-educativo;manrique central no. 1;2;4.0;14/03/2017;7300000;microempresarial
Femenino;servicio;mantenimiento en ;belen;3;16.0;6/06/2019;8281000;microempresarial
Femenino;industria;fabrica de ;pedregal;3;6.0;1/11/2016;6890000;microempresarial
Femenino;comercio;VARIEDADES;manrique central no. 2;2;3.0;17/04/2018;3000000;microempresarial
Femenino;agropecuaria;viveros ;san javier no.1;1;13.0;20/04/2016;6000000;microempresarial
Masculino;servicio;barberia;florencia;2;6.0;23/01/2019;8200000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;15/01/2019;1500000;microempresarial
Femenino;comercio;comidas rapidas;robledo;2;7.0;23/08/2018;7800000;microempresarial
Femenino;comercio;Productos De Belleza;picacho;2;6.0;16/05/2019;8000000;microempresarial
Femenino;servicio;peluqueria;san javier no.1;2;13.0;12/07/2018;7800000;microempresarial
Masculino;comercio;variedades;versalles no. 1;1;3.0;28/11/2017;7300000;microempresarial
Femenino;comercio;papeleria;aures no. 2;2;7.0;27/07/2018;5000000;microempresarial
Femenino;servicio;peluqueria;castilla;3;5.0;27/09/2017;5000000;microempresarial
Masculino;servicio;mantenimiento en ;robledo;3;7.0;25/01/2017;7377000;microempresarial
Femenino;comercio;cafeteria;robledo;2;7.0;5/09/2017;7300000;microempresarial
Masculino;comercio;peluqueria;francisco antonio zea;3;5.0;22/08/2018;7800000;microempresarial
Femenino;comercio;peluqueria;manrique central no. 1;2;4.0;1/08/2018;$ 5,000,000.00;microempresarial
Femenino;comercio;variedades;la milagrosa;3;9.0;1/03/2017;7000000;microempresarial
Femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;21/05/2018;1500000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;23/03/2018;7800000;microempresarial
Masculino;comercio;tienda;manrique central no. 2;2;3.0;22/12/2017;4400000;microempresarial
Femenino;industria;tienda;el salvador;2;9.0;8/05/2018;3200000;microempresarial
Masculino;comercio;comidas rapidas;aranjuez;3;4.0;21/04/2016;6890000;Microempresarial
Femenino;industria;papeleria;santa cruz;2;2.0;26/09/2016;6890000;microempresarial
Femenino;servicio;peluqueria;manrique central no. 2;3;3.0;18/04/2017;2000000;microempresarial
Masculino;industria;Fotografia;popular;1;1.0;24/05/2018;7800000;microempresarial
Masculino;industria;fabrica de ;cabecera san cristobal;2;60.0;16/05/2018;1000000;microempresarial
Femenino;industria;panaderia;enciso;1;8.0;14/02/2018;1500000;microempresarial
Masculino;comercio;fabrica de alimentos;popular;1;1.0;28/05/2018;2000000;microempresarial
Masculino;comercio;variedades;robledo;1;7.0;22/11/2016;6000000;microempresarial
Femenino;industria;variedades;aranjuez;3;4.0;13/03/2017;7300000;microempresarial
Femenino;industria;fabrica de ;robledo;1;7.0;29/08/2018;$ 5,000,000.00;microempresarial
Femenino;comercio;montallantas;manrique central no. 1;2;4.0;15/05/2019;1175000;microempresarial
Masculino;industria;fabrica de ;MANRIQUE CENTRAL NO. 1;2;4.0;8/05/2018;7800000;microempresarial
Femenino;servicio;servicios ;la ladera;3;8.0;7/05/2018;3000000;microempresarial
Femenino;comercio;comidas rapidas;cabecera san antonio ;1;80.0;15/01/2018;6000000;microempresarial
Femenino;comercio;tienda;barrio caicedo;2;9.0;31/10/2018;7000000;microempresarial
Masculino;servicio;taller de mecanica;belen;2;16.0;19/10/2017;6000000;microempresarial
Femenino;comercio;restaurante;robledo;3;7.0;4/10/2016;3000000;microempresarial
Masculino;comercio;panaderia;santa elena central;2;90.0;5/09/2018;7800000;microempresarial
Femenino;servicio;montallantas;olaya herrera;1;7.0;28/11/2016;6800000;microempresarial
Femenino;agropecuaria;criadero de animales ;altavista;3;16.0;27/07/2016;13500000;agropecuaria
Femenino;comercio;drogueria;popular;2;1.0;29/05/2018;19000000;microempresarial
Masculino;comercio;mantenimiento en ;calasanz;2;12.0;23/08/2016;6800000;microempresarial
Masculino;comercio;variedades;enciso;2;8.0;25/01/2018;780000;microempresarial
Masculino;servicio;comidas rapidas;belen;3;5.0;30/01/2018;3000000;microempresarial
Femenino;comercio;comidas rapidas;popular;2;1.0;13/03/2018;7300000;microempresarial
Femenino;comercio;miscelanea;enciso;2;8.0;10/07/2018;2000;microempresarial
Femenino;industria;fabrica de ;buenos aires;3;9.0;20/03/2018;7300000;microempresarial
Femenino;servicio;peluqueria;toscana;2;5.0;30/08/2017;4000000;microempresarial
Femenino;industria;fabrica de alimentos;SAN JAVIER NO.1;1;13.0;28/05/2018;6000000;microempresarial
Masculino;comercio;variedades;popular;2;1.0;24/10/2018;3000000;microempresarial
Femenino;servicio;comidas rapidas;las esmeraldas;2;4.0;12/07/2016;6890000;microempresarial
Femenino;comercio;restaurante;cabecera san antonio ;2;80.0;7/06/2019;3000000;microempresarial
Masculino;servicio;taller de mecanica;moravia;2;4.0;16/05/2017;5000000;microempresarial
Femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;20/09/2018;7800000;microempresarial
Femenino;comercio;variedades;aranjuez;2;4.0;30/04/2018;6000000;microempresarial
Masculino;comercio;cafe e internet;la oculta;2;80.0;25/08/2016;4000000;microempresarial
Masculino;servicio;barberia;robledo;3;7.0;4/03/2016;6000000;microempresarial
Femenino;comercio;panaderia;la candelaria;3;10.0;3/05/2018;5500000;microempresarial
Femenino;servicio;bares;cabecera san cristobal;2;60.0;3/05/2019;$ 8,200,000.00;microempresarial
Femenino;comercio;productos de mar;aranjuez;2;4.0;16/08/2016;6800000;microempresarial
Femenino;industria;tienda;vrda. san cristobal ;2;60.0;14/01/2016;6890000;Microempresarial
Masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;31/03/2017;1000000;agropecuaria
Femenino;comercio;comidas rapidas;manrique oriental;3;10.0;14/06/2019;3457000;microempresarial
Masculino;comercio;variedades;buenos aires;2;9.0;19/07/2017;$ 4,400,000.00;credioportuno
Masculino;servicio;Barberia;robledo;2;7.0;30/06/2017;5000000;microempresarial
Masculino;comercio;fabrica de ;el salvador;3;9.0;15/02/2018;2500000;microempresarial
Masculino;comercio;almacen de ropa en ;andalucia;2;2.0;6/05/2019;1725000;microempresarial
Femenino;servicio;productos de belleza;la cruz;1;3.0;12/05/2017;6000000;microempresarial
Femenino;COMERCIO;miscelanea;manrique central no. 1;3;4.0;12/02/2018;7000000;microempresarial
Femenino;comercio;miscelanea;campo valdes no. 2;2;3.0;5/04/2016;6890000;microempresarial
Masculino;comercio;tienda;sucre;3;8.0;16/04/2018;3000000;microempresarial
Femenino;comercio;variedades;doce de octubre no. 1;2;6.0;11/04/2016;$ 1,000,000.00;microempresarial
Femenino;comercio;tienda;san javier no.1;2;13.0;12/03/2019;7000000;microempresarial
Masculino;comercio;variedades;belen;3;16.0;17/07/2017;2000000;microempresarial
Femenino;industria;fabrica de ;Belen;3;16.0;25/08/2017;7000000;microempresarial
Masculino;industria;ebanistaria;calasanz;2;12.0;14/09/2016;1250000;microempresarial
Femenino;comercio;distribuidora de ;cabecera san cristobal;2;60.0;5/07/2018;7800000;microempresarial
Femenino;comercio;papeleria;ROBLEDO;2;7.0;22/02/2017;4000000;microempresarial
Femenino;industria;fabrica de ;barrio caicedo;1;9.0;24/07/2017;4000000;microempresarial
Masculino;comercio;cafe e internet;robledo;3;7.0;13/10/2017;5000000;microempresarial
Masculino;comercio;bares;castilla;3;5.0;25/11/2016;6894000;microempresarial
Femenino;industria;fabrica de ;san javier no.1;3;13.0;8/06/2018;7000000;microempresarial
Masculino;servicio;recreativo-educativo;belalcazar;3;5.0;24/05/2018;7800000;microempresarial
Femenino;servicio;cafe e internet;villa hermosa;1;8.0;16/03/2017;5000000;microempresarial
Masculino;comercio;distribuidora de ;aranjuez;3;4.0;13/08/2018;7812000;microempresarial
Masculino;comercio;comidas rapidas;alfonso lopez;2;5.0;15/05/2017;3000000;microempresarial
Masculino;servicio;tienda;los mangos;2;8.0;6/03/2018;7800000;Microempresarial
Femenino;comercio;comidas rapidas;la milagrosa;2;9.0;7/02/2018;1500000;microempresarial
Femenino;comercio;fabrica de ;robledo;3;7.0;23/03/2018;$ 7,800,000.00;microempresarial
Femenino;industria;fabrica de ;andalucia;2;2.0;25/04/2018;5000000;microempresarial
Masculino;servicio;miscelanea;castilla;3;5.0;5/04/2017;6000000;Microempresarial
Masculino;comercio;variedades;popular;2;1.0;21/09/2017;7300000;microempresarial
Femenino;comercio;variedades;campo valdes no. 1;3;4.0;25/05/2018;$ 7,800,000.00;microempresarial
Femenino;comercio;distribuidora de ;popular;1;1.0;14/06/2018;5000000;microempresarial
Femenino;INDUSTRIA;fabrica de ;robledo;2;7.0;16/12/2016;4000000;microempresarial
Femenino;comercio;almacen de ropa en ;loreto;3;9.0;8/06/2018;3500000;microempresarial
Femenino;comercio;tienda;villa niza;2;2.0;13/10/2017;6000000;microempresarial
Masculino;comercio;fabrica de velas;robledo;2;7.0;24/10/2018;6000000;microempresarial
Femenino;servicio;peluqueria;santo domingo savio ;2;1.0;29/06/2016;5000000;microempresarial
Masculino;servicio;variedades;belen;3;16.0;19/01/2018;7800000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;27/09/2018;7800000;microempresarial
Femenino;comercio;variedades;manrique central no. 2;3;3.0;3/08/2017;7000000;microempresarial
Masculino;servicio;cafeteria;SANTA ELENA CENTRAL;1;90.0;18/05/2016;6000000;microempresarial
Masculino;servicio;mantenimiento en ;manrique oriental;2;3.0;11/10/2017;1200000;microempresarial
Femenino;comercio;restaurante;doce de octubre no. 1;2;6.0;16/05/2019;5250000;microempresarial
Femenino;INDUSTRIA;fabrica de ;castilla;3;5.0;14/06/2016;5000000;microempresarial
Femenino;comercio;variedades;manrique central no. 1;1;4.0;20/10/2016;6890000;microempresarial
Femenino;servicio;peluqueria;robledo;2;7.0;7/03/2019;8000000;microempresarial
Femenino;INDUSTRIA;fabrica de ;el socorro;2;13.0;5/05/2017;4000000;microempresarial
Masculino;comercio;fabrica de ;santo domingo savio ;1;1.0;5/06/2019;4000000;microempresarial
Masculino;industria;fabrica de ;la milagrosa;3;9.0;8/08/2018;4000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;1;4.0;24/01/2018;6500000;microempresarial
Femenino;comercio;Variedades;popular;1;1.0;26/10/2018;4500000;microempresarial
Masculino;comercio;legumbreria;cabecera san antonio ;2;80.0;21/05/2018;3000000;microempresarial
Femenino;comercio;bares;pedregal;3;6.0;25/04/2017;6894000;Microempresarial
Femenino;servicio;peluqueria;castilla;3;5.0;11/10/2017;6000000;microempresarial
Femenino;industria;fabrica de ;playon de los ;1;2.0;27/06/2017;6000000;microempresarial
Masculino;comercio;variedades;miranda;2;4.0;18/10/2018;7812000;microempresarial
Femenino;servicio;mantenimiento en ;campo valdes no. 2;2;3.0;26/07/2017;7300000;microempresarial
Masculino;servicio;papeleria;alfonso lopez;3;5.0;15/01/2018;7800000;microempresarial
Femenino;comercio;miscelanea;manrique central no. 2;3;3.0;5/04/2019;8200000;microempresarial
Femenino;COMERCIO;variedades;castilla;3;5.0;20/04/2018;7000000;microempresarial
Masculino;comercio;panaderia;las violetas;2;16.0;4/02/2019;2500000;microempresarial
Femenino;comercio;fabrica de alimentos;popular;2;1.0;29/01/2018;7000000;microempresarial
Femenino;comercio;tienda;calasanz parte alta;2;12.0;31/07/2017;5000000;microempresarial
Femenino;comercio;Variedades;barrio caicedo;2;9.0;17/08/2018;7800000;microempresarial
Masculino;servicio;cafe e internet;miranda;2;4.0;7/09/2016;6000000;microempresarial
Femenino;servicio;productos de belleza;manrique oriental;2;3.0;5/09/2018;1000000;Microempresarial
Femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;21/05/2018;5000000;microempresarial
Femenino;comercio;tienda;buenos aires;3;9.0;16/03/2016;6000000;microempresarial
Masculino;comercio;marqueteria;popular;2;1.0;14/09/2018;2500000;microempresarial
Femenino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;1/08/2018;2500000;microempresarial
Femenino;industria;fabrica de ;buenos aires;3;9.0;19/09/2016;5000000;microempresarial
Masculino;comercio;comidas rapidas;Villa Hermosa;2;8.0;9/04/2018;5000000;microempresarial
Femenino;servicio;peluqueria;san javier no.1;3;13.0;5/03/2018;7800000;microempresarial
Masculino;comercio;almacen de ropa en ;boston;3;10.0;25/04/2017;6890000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;24/08/2018;7800000;microempresarial
Femenino;comercio;licorera;santo domingo savio ;2;1.0;22/11/2016;3000000;microempresarial
Femenino;Comercio;ferreteria;manrique central no. 1;2;4.0;25/01/2018;5000000;microempresarial
Masculino;comercio;publicidad y ;cabecera san antonio ;3;80.0;24/04/2018;5000000;microempresarial
Masculino;industria;fabrica de calzado;santander;2;6.0;23/05/2017;7000000;microempresarial
Femenino;industria;fabrica de colchones;santa ines;1;3.0;27/03/2017;7377000;microempresarial
Femenino;comercio;licorera;robledo;2;7.0;18/12/2017;3000000;microempresarial
Masculino;servicio;variedades;cordoba;3;7.0;21/06/2017;7300000;microempresarial
Masculino;servicio;peluqueria;el salvador;3;9.0;21/02/2017;7377000;microempresarial
Masculino;servicio;mantenimiento en ;buenos aires;2;9.0;28/03/2017;7000000;microempresarial
Femenino;industria;fabrica de ;santo domingo savio ;1;1.0;14/02/2017;2500000;microempresarial
Femenino;comercio;variedades;castilla;3;5.0;7/09/2017;7300000;microempresarial
Femenino;servicio;comidas rapidas;moravia;2;4.0;3/08/2017;7300000;microempresarial
Masculino;comercio;comidas rapidas;boston;3;10.0;1/06/2017;6800000;microempresarial
Femenino;comercio;comidas rapidas;buenos aires;3;9.0;4/05/2018;7800000;microempresarial
Femenino;comercio;miscelanea;pedregal;3;6.0;6/06/2017;7000000;microempresarial
Femenino;industria;fabrica de ;san javier no.1;2;13.0;21/02/2018;6000000;microempresarial
Masculino;servicio;taller de mecanica;barrio caicedo;2;9.0;22/05/2017;5000000;Microempresarial
Femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;6/04/2018;7000000;microempresarial
Femenino;agropecuaria;criadero de animales ;san javier no.1;2;13.0;8/09/2017;7000000;microempresarial
Masculino;servicio;variedades;cabecera san antonio ;2;80.0;27/09/2018;7000000;microempresarial
Masculino;servicio;restaurante;villatina;2;8.0;8/08/2017;7377000;microempresarial
Masculino;industria;fabrica de ;cabecera san antonio ;2;80.0;3/05/2017;7300000;microempresarial
Masculino;comercio;variedades;santa lucia;3;12.0;24/08/2017;22000000;juridica y cap.semilla
Femenino;comercio;tienda de helados;manrique central no. 1;2;4.0;7/12/2016;6890000;microempresarial
Masculino;comercio;legumbreria;la libertad;1;8.0;23/09/2016;6890000;microempresarial
Masculino;industria;fabrica de calzado;manrique central no. 1;3;4.0;7/07/2017;7000000;microempresarial
Masculino;comercio;cafeteria;SAN PABLO;2;1.0;13/02/2019;8200000;microempresarial
Masculino;agropecuaria;distribuidora de ;robledo;3;7.0;25/10/2017;7377000;microempresarial
Femenino;comercio;tienda;robledo;1;7.0;3/04/2018;2000000;microempresarial
Femenino;servicio;peluqueria;manrique oriental;1;3.0;18/06/2018;5000000;microempresarial
Femenino;industria;fabrica de ;doce de octubre no. 1;2;6.0;5/06/2018;7800000;microempresarial
Femenino;INDUSTRIA;fabrica de colchones;jardin botanico;1;4.0;4/02/2019;7800000;microempresarial
Femenino;comercio;restaurante;moravia;2;4.0;7/02/2017;7000000;microempresarial
Femenino;comercio;comidas rapidas;manrique oriental;1;3.0;10/05/2018;5000000;microempresarial
Femenino;industria;fabrica de ;san diego;2;10.0;27/09/2017;5000000;microempresarial
Femenino;industria;fabrica de arepas;robledo;2;7.0;15/02/2016;6000000;microempresarial
Femenino;industria;fabrica de ;manrique oriental;2;3.0;19/04/2018;$ 3,000,000.00;microempresarial
Femenino;industria;fabrica de ;campo valdes no. 1;2;4.0;9/03/2017;3500000;microempresarial
Masculino;comercio;comidas rapidas;manrique central no. 1;2;4.0;11/05/2018;7800000;microempresarial
Masculino;comercio;comidas rapidas;andalucia;2;2.0;30/05/2017;73777000;microempresarial
Femenino;comercio;comidas rapidas;belen;2;16.0;10/10/2017;5000000;microempresarial
Femenino;servicio;peluqueria;san javier no.1;3;13.0;1/08/2018;7600000;microempresarial
Masculino;Industria;fabrica de calzado;santa cruz;2;2.0;23/02/2017;7340000;microempresarial
Masculino;servicio;mantenimiento en ;doce de octubre no. 1;1;6.0;4/05/2018;7000000;microempresarial
Femenino;comercio;variedades;el socorro;2;13.0;6/12/2018;$ 7,800,000.00;microempresarial
Femenino;servicio;peluqueria;buenos aires;3;9.0;7/06/2018;6000000;microempresarial
Femenino;industria;fabrica de ;cabecera san antonio ;3;80.0;18/04/2017;$ 7,300,000.00;microempresarial
Femenino;servicio;gimnasio;manrique central no. 2;2;3.0;9/05/2017;5000000;microempresarial
Femenino;comercio;variedades;pedregal;1;6.0;6/11/2018;$ 4,000,000.00;microempresarial
Masculino;comercio;variedades;robledo;1;7.0;10/11/2017;7000000;microempresarial
Femenino;comercio;joyeria;robledo;2;7.0;28/06/2016;2000000;microempresarial
Masculino;industria;fabrica de ;doce de octubre no. 1;1;6.0;4/10/2017;7377000;microempresarial
Femenino;comercio;papeleria;belen;2;16.0;1/11/2016;4500000;microempresarial
Femenino;comercio;papeleria;san javier no.1;2;13.0;13/11/2018;7800000;microempresarial
Femenino;industria;fabrica de ;santa elena central;2;60.0;21/11/2018;3000000;microempresarial
Masculino;comercio;variedades;santa cruz;2;2.0;5/09/2016;6000000;microempresarial
Femenino;industria;fabrica de ;cabecera san cristobal;3;60.0;3/10/2017;7000000;microempresarial
Masculino;industria;deposito de ;el diamante;2;7.0;22/03/2018;7800000;microempresarial
Femenino;industria;papeleria;san javier no.1;3;13.0;30/05/2018;7800000;microempresarial
Masculino;industria;fabrica de alimentos;llanaditas;2;8.0;1/06/2017;5000000;microempresarial
Femenino;comercio;variedades;castilla;3;5.0;29/09/2017;5000000;microempresarial
Femenino;comercio;variedades;andalucia;2;2.0;4/04/2018;7800000;microempresarial
Femenino;comercio;comidas rapidas;santa cruz;2;2.0;15/06/2018;4000000;microempresarial
Masculino;COMERCIO;comidas rapidas;san javier no.1;3;13.0;18/06/2018;7140000;microempresarial
Femenino;comercio;RESTAURANTE;belen;3;16.0;19/05/2017;4000000;microempresarial
Femenino;servicio;mantenimiento en ;robledo;2;7.0;6/12/2017;7300000;microempresarial
Femenino;servicio;comidas rapidas;cabecera san cristobal;3;60.0;22/08/2016;5000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 1;3;4.0;7/11/2017;5000000;microempresarial
Femenino;comercio;restaurante;san javier no.1;1;13.0;8/05/2017;3000000;microempresarial
Femenino;comercio;comidas rapidas;llanaditas;2;8.0;19/08/2016;6890000;microempresarial
Femenino;comercio;tienda;robledo;1;7.0;8/05/2017;7000000;microempresarial
Femenino;comercio;variedades;santa cruz;2;2.0;17/11/2017;4500000;microempresarial
Femenino;comercio;tienda;belen;3;16.0;21/03/2018;5000000;microempresarial
Femenino;servicio;cafe e internet;popular;1;1.0;24/04/2019;6000000;microempresarial
Femenino;comercio;productos de belleza;picachito;2;6.0;25/10/2018;7800000;microempresarial
Femenino;industria;fabrica de ;belen;2;16.0;22/09/2017;6000000;microempresarial
Femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;18/09/2017;3000000;microempresarial
Femenino;agropecuaria;sembrados;santa elena central;1;90.0;20/04/2017;7000000;agropecuaria
Femenino;Servicio;almacen de ropa en ;playon de los ;1;2.0;5/08/2016;6800000;microempresarial
Femenino;servicio;peluqueria;robledo;1;7.0;21/11/2017;7377000;microempresarial
Femenino;servicio;variedades;popular;2;1.0;13/02/2019;$ 3,500,000.00;microempresarial
Masculino;servicio;barberia;aranjuez;3;4.0;24/05/2018;7000000;microempresarial
Masculino;comercio;comidas rapidas;moscu no. 1;2;2.0;24/01/2018;4000000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;24/07/2018;4000000;microempresarial
Femenino;industria;fabrica de ;belen;2;16.0;1/04/2019;4000000;microempresarial
Masculino;comercio;fabrica de helados;villa niza;1;2.0;10/07/2017;7370000;microempresarial
Masculino;comercio;variedades;altavista;3;16.0;30/01/2018;5800000;microempresarial
Masculino;industria;fabrica de calzado;manrique central no. 1;2;4.0;30/03/2017;6000000;microempresarial
Femenino;comercio;tienda;cabecera san cristobal;2;60.0;15/06/2017;7300000;microempresarial
Masculino;COMERCIO;charcuteria;castilla;2;5.0;8/02/2017;2000000;microempresarial
Femenino;comercio;almacen de ropa en ;cordoba;3;7.0;18/08/2016;6890000;microempresarial
Masculino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;9/11/2017;4200000;microempresarial
Femenino;comercio;Tienda;doce de octubre no. 1;2;6.0;24/07/2017;7300000;microempresarial
Femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;16/07/2018;2000000;microempresarial
Femenino;industria;fabrica de ;aranjuez;2;4.0;24/01/2018;$ 7,000,000.00;microempresarial
Femenino;servicio;comidas rapidas;doce de octubre no. 1;2;6.0;6/03/2017;7000000;microempresarial
Femenino;comercio;almacen de ropa en ;villa niza;2;2.0;14/08/2018;3000000;microempresarial
Masculino;comercio;variedades;campo valdes no. 1;3;4.0;13/03/2018;5000000;microempresarial
Masculino;comercio;miscelanea;robledo;1;7.0;5/03/2019;6000000;microempresarial
Masculino;INDUSTRIA;fabrica de ;cabecera san cristobal;2;60.0;21/02/2018;3000000;microempresarial
Femenino;comercio;sembrados;picacho;1;6.0;7/12/2017;14000000;agropecuaria
Femenino;agropecuaria;criadero de animales ;palmitas;1;50.0;14/03/2018;7800000;microempresarial
Masculino;comercio;comidas rapidas;santa cruz;2;2.0;31/05/2018;$ 5,000,000.00;microempresarial
Femenino;comercio;legumbreria;la america;3;12.0;1/02/2017;3000000;microempresarial
Masculino;comercio;comidas rapidas;playon de los ;3;2.0;4/07/2018;7800000;microempresarial
Masculino;comercio;variedades;santa elena central;2;90.0;25/07/2017;7377000;microempresarial
Femenino;comercio;granero;13 de noviembre;2;8.0;18/02/2019;6000000;microempresarial
Masculino;comercio;distribuidora de ;santo domingo savio ;1;1.0;31/03/2016;3000000;microempresarial
